no,"sex(male:1,female:0)",age,height,weight,bmi,preference, experimental environment,sensitivity,date,time,room((meeting:1 reception:2 drinks:3)),thermal sensation,thermal comfort(com:1 discom:0),thermal preference (C:1 U:2 W:3),seat number,temp,humid
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/10,9:00:00,1.0,0.0,1.0,2.0,12.0,22.2,15.7
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/10,9:00:00,1.0,1.0,1.0,1.0,10.0,22.2,15.7
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/10,9:00:00,1.0,0.0,1.0,2.0,11.0,22.2,15.7
50,1,25,190.0,95.0,26.31578947,0,-1,1,2021/1/10,9:00:00,2.0,0.0,1.0,2.0,9.0,27.1,12.5
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/10,9:30:00,1.0,-0.5,1.0,2.0,4.0,22.6,16.3
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,6.0,22.6,16.3
18,1,23,180.0,65.0,20.0617284,1,1,1,2021/1/10,9:30:00,1.0,-1.0,1.0,3.0,8.0,22.6,16.3
21,1,23,175.0,67.0,21.87755102,0,0,1,2021/1/10,9:30:00,1.0,-1.0,1.0,3.0,5.0,22.6,16.3
22,1,23,176.0,65.0,20.9839876,0,1,1,2021/1/10,9:30:00,2.0,2.0,0.0,1.0,14.0,27.6,13.4
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/10,9:30:00,2.0,0.0,1.0,2.0,13.0,27.6,13.4
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/10,9:30:00,3.0,2.0,0.0,1.0,16.0,28.8,12.9
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/10,9:30:00,2.0,1.0,0.0,1.0,15.0,27.6,13.4
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/10,9:30:00,3.0,2.2,0.0,1.0,2.0,28.8,12.9
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/10,9:30:00,3.0,0.5,1.0,2.0,1.0,28.8,12.9
38,1,21,185.0,74.0,21.62162162,-1,0,1,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,3.0,22.6,16.3
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,7.0,22.6,16.3
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,12.0,22.6,16.3
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,10.0,22.6,16.3
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/10,9:30:00,1.0,0.0,1.0,2.0,11.0,22.6,16.3
50,1,25,190.0,95.0,26.31578947,0,-1,1,2021/1/10,9:30:00,2.0,0.0,1.0,2.0,9.0,27.6,13.4
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,10:00:00,1.0,0.5,1.0,2.0,10.0,22.9,16.6
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,10:00:00,2.0,1.0,1.0,1.0,15.0,26.5,13.1
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,10:00:00,1.0,0.2,1.0,2.0,4.0,22.9,16.6
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,10:00:00,2.0,1.0,1.0,2.0,5.0,26.5,13.1
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,3.0,22.9,16.6
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,10:00:00,2.0,0.0,1.0,2.0,14.0,26.5,13.1
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,10:00:00,2.0,1.0,1.0,1.0,6.0,26.5,13.1
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,1.0,22.9,16.6
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,10:00:00,3.0,-1.0,0.0,3.0,7.0,22.9,17.6
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,2.0,22.9,16.6
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,12.0,22.9,16.6
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,10:00:00,1.0,1.0,1.0,2.0,11.0,22.9,16.6
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,13.0,22.9,16.6
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,10:00:00,1.0,0.0,1.0,2.0,9.0,22.9,16.6
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,10:00:00,3.0,0.0,1.0,2.0,8.0,22.9,17.6
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,10:30:00,1.0,0.8,1.0,2.0,10.0,23.7,16.2
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,10:30:00,2.0,0.0,1.0,2.0,15.0,24.7,14.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,4.0,23.7,16.2
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,10:30:00,2.0,0.0,1.0,2.0,5.0,24.7,14.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,3.0,23.7,16.2
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,10:30:00,2.0,0.0,1.0,2.0,14.0,24.7,14.5
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,10:30:00,2.0,1.0,1.0,1.0,6.0,24.7,14.5
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,10:30:00,1.0,0.1,1.0,2.0,1.0,23.7,16.2
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,10:30:00,3.0,0.0,0.0,2.0,7.0,25.1,16.6
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,2.0,23.7,16.2
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,12.0,23.7,16.2
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,11.0,23.7,16.2
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,13.0,23.7,16.2
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,10:30:00,1.0,0.0,1.0,2.0,9.0,23.7,16.2
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,10:30:00,3.0,1.0,1.0,1.0,8.0,25.1,16.6
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,11:00:00,1.0,0.7,1.0,2.0,10.0,24.3,16.4
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,11:00:00,2.0,0.0,1.0,2.0,15.0,24.3,15.2
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,4.0,24.3,16.4
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,11:00:00,2.0,-1.0,0.0,3.0,5.0,24.3,15.2
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,3.0,24.3,16.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,11:00:00,2.0,1.0,0.0,1.0,14.0,24.3,15.2
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,11:00:00,2.0,0.5,1.0,2.0,6.0,24.3,15.2
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,11:00:00,1.0,-0.1,1.0,2.0,1.0,24.3,16.4
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,11:00:00,3.0,1.0,0.0,1.0,7.0,26.2,16.2
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,2.0,24.3,16.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,12.0,24.3,16.4
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,11:00:00,1.0,0.0,1.0,1.0,11.0,24.3,16.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,13.0,24.3,16.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,11:00:00,1.0,0.0,1.0,2.0,9.0,24.3,16.4
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,11:00:00,3.0,1.0,0.0,1.0,8.0,26.2,16.2
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,11:30:00,1.0,0.7,1.0,2.0,10.0,24.8,16.5
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,11:30:00,2.0,0.0,1.0,2.0,15.0,24.1,15.6
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,11:30:00,1.0,0.0,1.0,2.0,4.0,24.8,16.5
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,11:30:00,2.0,-1.0,0.0,3.0,5.0,24.1,15.6
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,11:30:00,1.0,-0.5,1.0,2.0,3.0,24.8,16.5
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,11:30:00,2.0,1.0,0.0,1.0,14.0,24.1,15.6
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,11:30:00,2.0,1.0,0.0,1.0,6.0,24.1,15.6
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,11:30:00,1.0,0.1,1.0,2.0,1.0,24.8,16.5
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,11:30:00,3.0,1.2,0.0,1.0,7.0,27.0,16.0
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,11:30:00,1.0,0.0,1.0,2.0,2.0,24.8,16.5
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,11:30:00,1.0,0.0,1.0,2.0,12.0,24.8,16.5
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,11:30:00,1.0,nan,nan,nan,11.0,24.8,16.5
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,11:30:00,1.0,0.0,1.0,2.0,13.0,24.8,16.5
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,11:30:00,1.0,0.0,1.0,2.0,9.0,24.8,16.5
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,11:30:00,3.0,1.5,0.0,1.0,8.0,27.0,16.0
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,12:00:00,1.0,0.6,1.0,2.0,10.0,25.1,16.5
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,12:00:00,2.0,0.0,1.0,2.0,15.0,24.1,15.9
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,4.0,25.1,16.5
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,12:00:00,2.0,-1.0,0.0,3.0,5.0,24.1,15.9
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,3.0,25.1,16.5
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,12:00:00,2.0,1.0,0.0,1.0,14.0,24.1,15.9
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,12:00:00,2.0,1.0,0.0,1.0,6.0,24.1,15.9
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,12:00:00,1.0,-0.1,1.0,2.0,1.0,25.1,16.5
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,12:00:00,3.0,2.0,0.0,1.0,7.0,27.5,15.8
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,2.0,25.1,16.5
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,12.0,25.1,16.5
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,12:00:00,1.0,nan,nan,nan,11.0,25.1,16.5
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,13.0,25.1,16.5
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,12:00:00,1.0,0.0,1.0,2.0,9.0,25.1,16.5
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,12:00:00,3.0,2.0,0.0,1.0,8.0,27.5,15.8
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,14:30:00,1.0,1.5,1.0,1.0,10.0,25.6,14.4
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,14:30:00,2.0,0.0,1.0,2.0,15.0,24.5,14.9
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,14:30:00,1.0,0.5,1.0,1.0,4.0,25.6,14.4
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,14:30:00,2.0,0.0,1.0,2.0,5.0,24.5,14.9
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,14:30:00,1.0,1.0,1.0,1.0,3.0,25.6,14.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,14:30:00,2.0,2.0,0.0,1.0,14.0,24.5,14.9
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,14:30:00,2.0,0.0,1.0,2.0,6.0,24.5,14.9
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,14:30:00,1.0,0.5,1.0,1.0,1.0,25.6,14.4
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,14:30:00,3.0,2.2,0.0,1.0,7.0,26.5,12.8
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,14:30:00,1.0,0.8,0.0,1.0,2.0,25.6,14.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,14:30:00,1.0,0.5,1.0,2.0,12.0,25.6,14.4
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,14:30:00,1.0,0.0,1.0,2.0,11.0,25.6,14.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,14:30:00,1.0,0.5,1.0,1.0,13.0,25.6,14.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,14:30:00,1.0,0.0,1.0,2.0,9.0,25.6,14.4
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,14:30:00,3.0,1.0,1.0,1.0,8.0,26.5,12.8
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,15:00:00,1.0,2.0,0.0,1.0,10.0,25.8,15.2
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,15:00:00,2.0,0.0,1.0,2.0,15.0,24.9,15.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,15:00:00,1.0,0.5,1.0,1.0,4.0,25.8,15.2
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,15:00:00,2.0,2.0,0.0,1.0,5.0,24.9,15.0
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,15:00:00,1.0,0.5,1.0,2.0,3.0,25.8,15.2
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,15:00:00,2.0,1.5,0.0,1.0,14.0,24.9,15.0
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,15:00:00,2.0,1.0,0.0,1.0,6.0,24.9,15.0
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,15:00:00,1.0,0.1,1.0,2.0,1.0,25.8,15.2
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,15:00:00,3.0,3.0,0.0,1.0,7.0,27.1,14.0
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,15:00:00,1.0,0.2,1.0,2.0,2.0,25.8,15.2
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,15:00:00,1.0,0.0,1.0,2.0,12.0,25.8,15.2
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,15:00:00,1.0,1.0,1.0,1.0,11.0,25.8,15.2
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,15:00:00,1.0,0.5,1.0,1.0,13.0,25.8,15.2
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,15:00:00,1.0,0.0,1.0,2.0,9.0,25.8,15.2
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,15:00:00,3.0,1.5,1.0,1.0,8.0,27.1,14.0
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,15:30:00,1.0,0.5,1.0,2.0,10.0,25.9,16.0
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,15:30:00,2.0,1.0,1.0,1.0,15.0,25.2,15.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,15:30:00,1.0,0.5,1.0,1.0,4.0,25.9,16.0
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,15:30:00,2.0,0.0,1.0,2.0,5.0,25.2,15.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,15:30:00,1.0,0.5,1.0,2.0,3.0,25.9,16.0
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,15:30:00,2.0,1.0,0.0,1.0,14.0,25.2,15.5
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,15:30:00,2.0,0.5,1.0,2.0,6.0,25.2,15.5
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,15:30:00,1.0,0.2,1.0,2.0,1.0,25.9,16.0
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,15:30:00,3.0,3.0,0.0,1.0,7.0,27.6,15.4
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,15:30:00,1.0,0.2,1.0,2.0,2.0,25.9,16.0
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,15:30:00,1.0,0.5,1.0,2.0,12.0,25.9,16.0
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,15:30:00,1.0,1.0,1.0,1.0,11.0,25.9,16.0
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,15:30:00,1.0,0.0,1.0,2.0,13.0,25.9,16.0
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,15:30:00,1.0,1.0,1.0,1.0,9.0,25.9,16.0
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,15:30:00,3.0,1.5,0.0,1.0,8.0,27.6,15.4
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,16:00:00,1.0,0.5,1.0,2.0,10.0,25.6,17.0
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,16:00:00,2.0,1.0,1.0,1.0,15.0,25.4,15.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,16:00:00,1.0,0.5,1.0,1.0,4.0,25.6,17.0
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,16:00:00,2.0,1.0,0.0,1.0,5.0,25.4,15.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,16:00:00,1.0,0.0,1.0,2.0,3.0,25.6,17.0
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,16:00:00,2.0,1.0,0.0,1.0,14.0,25.4,15.5
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,16:00:00,2.0,1.5,0.0,1.0,6.0,25.4,15.5
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,16:00:00,1.0,0.1,1.0,2.0,1.0,25.6,17.0
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,16:00:00,3.0,1.0,0.0,1.0,7.0,26.4,15.2
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,16:00:00,1.0,0.2,1.0,2.0,2.0,25.6,17.0
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,16:00:00,1.0,1.0,0.0,1.0,12.0,25.6,17.0
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,16:00:00,1.0,0.0,1.0,2.0,11.0,25.6,17.0
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,16:00:00,1.0,1.5,0.0,1.0,13.0,25.6,17.0
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,16:00:00,1.0,1.0,0.0,1.0,9.0,25.6,17.0
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,16:00:00,3.0,1.5,0.0,1.0,8.0,26.4,15.2
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,10.0,25.4,17.4
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,16:30:00,2.0,1.0,1.0,1.0,15.0,25.5,15.7
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,16:30:00,1.0,1.0,1.0,1.0,4.0,25.4,17.4
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,16:30:00,2.0,0.0,1.0,2.0,5.0,25.5,15.7
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,3.0,25.4,17.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,16:30:00,2.0,0.5,1.0,1.0,14.0,25.5,15.7
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,16:30:00,2.0,2.0,0.0,1.0,6.0,25.5,15.7
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,1.0,25.4,17.4
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,16:30:00,3.0,2.0,0.0,1.0,7.0,26.1,16.0
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,16:30:00,1.0,0.1,1.0,2.0,2.0,25.4,17.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,12.0,25.4,17.4
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,11.0,25.4,17.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,13.0,25.4,17.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,16:30:00,1.0,0.0,1.0,2.0,9.0,25.4,17.4
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,16:30:00,3.0,2.0,0.0,1.0,8.0,26.1,16.0
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,10.0,25.3,18.0
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,17:00:00,2.0,0.0,1.0,2.0,15.0,25.3,16.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,17:00:00,1.0,0.2,1.0,2.0,4.0,25.3,18.0
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,17:00:00,2.0,-1.0,0.0,3.0,5.0,25.3,16.0
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,3.0,25.3,18.0
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,17:00:00,2.0,0.0,1.0,2.0,14.0,25.3,16.0
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,17:00:00,2.0,2.0,0.0,1.0,6.0,25.3,16.0
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,1.0,25.3,18.0
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,17:00:00,3.0,0.0,1.0,2.0,7.0,25.6,15.9
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,2.0,25.3,18.0
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,17:00:00,1.0,0.0,nan,2.0,12.0,25.3,18.0
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,17:00:00,1.0,1.0,0.0,1.0,11.0,25.3,18.0
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,13.0,25.3,18.0
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,17:00:00,1.0,0.0,1.0,2.0,9.0,25.3,18.0
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,17:00:00,3.0,1.0,1.0,2.0,8.0,25.6,15.9
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,10.0,25.2,18.4
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,17:30:00,2.0,1.0,1.0,2.0,15.0,25.1,16.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,4.0,25.2,18.4
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,17:30:00,2.0,nan,nan,nan,5.0,25.1,16.0
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,17:30:00,1.0,-0.2,1.0,2.0,3.0,25.2,18.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,17:30:00,2.0,1.5,0.0,1.0,14.0,25.1,16.0
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,17:30:00,2.0,3.0,0.0,1.0,6.0,25.1,16.0
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,17:30:00,1.0,-0.1,1.0,2.0,1.0,25.2,18.4
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,17:30:00,3.0,0.0,1.0,2.0,7.0,25.6,16.7
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,2.0,25.2,18.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,17:30:00,1.0,0.0,nan,2.0,12.0,25.2,18.4
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,17:30:00,1.0,1.0,0.0,1.0,11.0,25.2,18.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,13.0,25.2,18.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,17:30:00,1.0,0.0,1.0,2.0,9.0,25.2,18.4
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,17:30:00,3.0,2.0,0.0,1.0,8.0,25.6,16.7
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,9:00:00,1.0,0.0,1.0,2.0,10.0,22.2,15.3
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,9:00:00,2.0,-1.0,1.0,3.0,15.0,24.5,12.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,9:00:00,1.0,0.0,1.0,2.0,4.0,22.2,15.3
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,9:00:00,2.0,-1.0,0.0,3.0,5.0,24.5,12.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,9:00:00,1.0,0.0,1.0,2.0,3.0,22.2,15.3
