no,"gender(female:0,male:1)",age,height(cm),weight(Kg),bmi,season,preference(-1:cool 0:n 1:warm),sensitivity(0:in 1:slight 2:very),environment assess(-1:c 0:n 1:w),date,time,room,thermal sensation,"thermal comfort (1:com,0:uncom)","thermal preference(-1:c,0:not change,1:w)",temp,humid
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,12:00:00,6,0.0,1.0,2.0,23.4,20.2
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,14:30:00,6,0.0,1.0,2.0,22.7,18.6
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,15:00:00,6,0.3,1.0,2.0,26.1,16.7
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,15:30:00,6,0.5,1.0,1.0,27.0,16.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,16:00:00,6,0.5,1.0,1.0,27.6,16.0
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,16:30:00,6,0.2,1.0,2.0,27.7,15.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,17:00:00,6,0.0,1.0,2.0,27.8,15.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,17:30:00,6,0.0,1.0,2.0,28.0,15.7
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,9:00:00,6,0.0,1.0,2.0,22.0,18.5
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/16,9:30:00,6,0.0,1.0,2.0,22.6,20.2
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,10:00:00,5,-0.2,1.0,2.0,22.8,14.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,10:30:00,5,0.5,1.0,3.0,23.1,14.7
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,11:00:00,5,0.0,1.0,2.0,24.1,14.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,11:30:00,5,0.0,1.0,2.0,24.6,14.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,12:00:00,5,0.0,1.0,2.0,25.0,13.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,14:30:00,5,0.5,1.0,1.0,25.8,13.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,15:00:00,5,0.3,1.0,2.0,25.4,14.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,15:30:00,5,0.3,1.0,2.0,25.2,14.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,16:00:00,5,0.0,1.0,2.0,25.2,15.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,16:30:00,5,0.0,1.0,2.0,25.1,15.7
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,17:00:00,5,0.0,1.0,2.0,25.1,16.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,17:30:00,5,0.0,1.0,2.0,25.0,16.2
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,9:00:00,5,0.0,1.0,2.0,21.9,11.8
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/17,9:30:00,5,0.0,1.0,2.0,22.5,13.2
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,10:00:00,5,0.0,1.0,2.0,23.1,17.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,10:30:00,5,0.0,1.0,2.0,23.3,17.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,11:00:00,5,0.0,1.0,2.0,24.4,16.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,11:30:00,5,0.0,1.0,2.0,24.8,16.8
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,12:00:00,5,0.0,1.0,2.0,25.1,17.0
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,14:30:00,5,0.0,1.0,2.0,25.8,14.4
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,15:00:00,5,0.5,1.0,1.0,25.4,16.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,15:30:00,5,0.0,1.0,2.0,25.3,17.4
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,16:00:00,5,0.0,1.0,2.0,25.2,18.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,16:30:00,5,0.0,1.0,2.0,25.1,18.0
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,17:00:00,5,0.0,1.0,2.0,25.1,18.4
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,17:30:00,5,0.0,1.0,2.0,25.0,18.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,9:00:00,5,0.0,1.0,2.0,22.5,14.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/18,9:30:00,5,0.0,1.0,2.0,22.9,16.7
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,10:00:00,5,0.0,1.0,2.0,22.5,15.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,10:30:00,5,0.2,1.0,1.0,23.2,14.4
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,11:00:00,5,0.0,1.0,2.0,23.9,14.4
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,11:30:00,5,0.0,1.0,2.0,24.4,14.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,12:00:00,5,0.0,1.0,2.0,24.8,14.3
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,14:30:00,5,0.5,1.0,1.0,24.9,13.5
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,15:00:00,5,0.5,1.0,1.0,25.2,14.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,15:30:00,5,0.5,1.0,1.0,24.8,14.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,16:00:00,5,0.2,1.0,2.0,24.5,15.5
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,16:30:00,5,0.0,1.0,2.0,24.3,15.8
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,17:00:00,5,0.0,1.0,2.0,24.4,16.1
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,17:30:00,5,0.0,1.0,2.0,24.4,16.2
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,9:00:00,5,0.0,1.0,2.0,21.5,13.9
16,1,22,180.0,66.0,20.37037037,winter,-1,1,1,2021/1/9,9:30:00,5,0.2,1.0,2.0,22.0,14.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,09:00:00,5,1.0,0.0,-1.0,27.9,56.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,09:30:00,5,1.5,0.0,-1.0,28.1,58.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,10:00:00,5,1.0,0.0,-1.0,28.4,59.9
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,10:30:00,5,1.5,0.0,-1.0,28.4,61.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,11:00:00,5,0.8,0.0,-1.0,27.5,63.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,11:30:00,5,0.5,1.0,-1.0,27.3,62.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,12:00:00,5,0.3,1.0,-1.0,27.1,61.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,14:30:00,5,0.2,1.0,-1.0,26.2,62.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,15:00:00,5,0.3,1.0,-1.0,26.8,60.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,16:00:00,5,-0.5,1.0,0.0,25.2,62.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,16:30:00,5,-0.5,1.0,0.0,24.7,58.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,17:00:00,5,-0.5,1.0,0.0,24.7,58.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,17:30:00,5,-0.5,1.0,0.0,24.5,56.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/20,18:00:00,5,0.0,1.0,0.0,25.0,55.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,09:00:00,5,0.0,1.0,1.0,23.7,58.9
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,09:30:00,5,-0.8,1.0,1.0,24.0,57.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,10:00:00,5,-0.8,1.0,1.0,25.4,53.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,10:30:00,5,-0.4,1.0,1.0,25.4,51.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,11:00:00,5,-0.2,1.0,1.0,25.6,51.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,11:30:00,5,0.0,1.0,1.0,25.5,50.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/21,12:00:00,5,0.0,1.0,1.0,25.4,49.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,09:00:00,5,0.0,1.0,0.0,24.4,59.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,09:30:00,5,0.0,1.0,0.0,24.6,59.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,10:00:00,5,0.5,1.0,0.0,24.6,59.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,10:30:00,5,0.0,1.0,0.0,24.7,59.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,11:00:00,5,0.0,1.0,0.0,25.3,60.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,11:30:00,5,0.0,1.0,0.0,25.6,59.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,12:00:00,5,0.0,1.0,0.0,25.8,59.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,14:30:00,5,0.8,1.0,0.0,25.9,59.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,15:00:00,5,0.8,1.0,0.0,26.3,59.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,15:30:00,5,1.0,0.0,0.0,26.4,59.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,16:00:00,5,1.0,0.0,0.0,26.8,60.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,16:30:00,5,0.0,1.0,-1.0,27.0,60.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,17:00:00,5,0.2,1.0,-1.0,27.0,60.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,17:30:00,5,0.0,1.0,-1.0,26.9,60.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/22,18:00:00,5,0.0,1.0,-1.0,26.9,61.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,09:00:00,1,0.0,1.0,0.0,23.2,69.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,09:30:00,1,-0.5,1.0,0.0,23.3,68.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,10:00:00,1,-0.5,1.0,0.0,23.8,70.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,10:30:00,1,0.0,1.0,0.0,25.2,71.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,11:00:00,1,0.0,1.0,0.0,25.7,71.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,11:30:00,1,0.0,1.0,0.0,25.8,70.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,12:00:00,1,0.0,1.0,0.0,26.0,70.9
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,15:00:00,1,0.8,1.0,-1.0,26.5,69.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,15:30:00,1,0.8,1.0,-1.0,26.6,69.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,16:00:00,1,1.0,0.0,-1.0,26.7,69.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,16:30:00,1,0.8,1.0,-1.0,26.8,68.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,17:00:00,1,0.5,0.0,-1.0,26.8,69.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,17:30:00,1,0.5,0.0,-1.0,26.6,69.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/23,18:00:00,1,0.5,0.0,-1.0,26.5,68.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,09:00:00,5,0.8,0.0,-1.0,26.8,64.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,09:30:00,5,0.8,0.0,-1.0,27.7,62.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,10:00:00,5,1.0,0.0,-1.0,28.0,62.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,10:30:00,5,1.5,0.0,-1.0,28.1,62.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,11:00:00,5,1.0,0.0,-1.0,27.9,63.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,11:30:00,5,1.5,0.0,-1.0,27.9,63.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,12:00:00,5,1.5,0.0,-1.0,27.9,64.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,14:30:00,5,0.5,1.0,-1.0,26.9,62.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,15:00:00,5,0.3,1.0,-1.0,26.3,63.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,15:30:00,5,0.0,1.0,0.0,25.9,62.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,16:00:00,5,0.0,1.0,0.0,24.7,60.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,16:30:00,5,0.0,1.0,0.0,24.2,58.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,17:00:00,5,0.0,1.0,0.0,24.4,59.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,17:30:00,5,0.0,1.0,0.0,25.2,55.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/26,18:00:00,5,0.0,1.0,0.0,25.2,54.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,09:00:00,6,0.0,1.0,0.0,24.7,60.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,09:30:00,6,-0.2,1.0,0.0,25.2,59.9
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,10:00:00,6,-0.3,1.0,0.0,25.4,58.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,10:30:00,6,-0.5,1.0,-1.0,24.5,60.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,11:00:00,6,-0.5,1.0,-1.0,24.1,59.6
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,11:30:00,6,-0.5,1.0,-1.0,24.2,64.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,12:00:00,6,-0.2,1.0,0.0,24.6,65.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,14:30:00,6,0.0,1.0,0.0,24.3,62.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,15:00:00,6,0.0,1.0,0.0,24.7,61.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,15:30:00,6,0.3,1.0,-1.0,26.5,60.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,16:00:00,6,0.3,1.0,-1.0,27.4,58.3
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,16:30:00,6,0.8,1.0,-1.0,27.9,57.4
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,17:00:00,6,1.0,1.0,-1.0,28.2,56.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,17:30:00,6,0.0,1.0,0.0,26.6,56.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/7/31,18:00:00,6,0.0,1.0,0.0,26.4,58.0
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,09:00:00,5,0.3,1.0,0.0,25.8,61.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,09:30:00,5,0.0,1.0,0.0,23.3,61.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,10:00:00,5,0.0,1.0,0.0,23.6,61.2
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,10:30:00,5,-0.3,1.0,0.0,23.3,59.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,11:00:00,5,0.0,1.0,0.0,23.2,59.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,11:30:00,5,-0.2,1.0,0.0,22.9,58.5
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,12:00:00,5,0.0,1.0,0.0,25.4,56.1
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,15:30:00,5,1.5,0.0,-1.0,27.8,55.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,16:00:00,5,1.5,0.0,-1.0,28.0,55.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,16:30:00,5,1.5,0.0,-1.0,28.0,55.7
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,17:00:00,5,1.0,0.0,-1.0,28.1,55.8
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,17:30:00,5,0.8,0.0,-1.0,28.2,55.9
16,1,23,180,70,21.60493827,summer,-1,1,-1,2021/8/1,18:00:00,5,0.0,1.0,0.0,28.0,56.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,10:00:00,5,-1.0,0.0,3.0,22.8,14.1
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,10:30:00,5,0.0,1.0,2.0,23.1,14.7
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,11:00:00,5,0.1,1.0,2.0,24.1,14.1
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,11:30:00,5,0.1,1.0,2.0,24.6,14.1
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,12:00:00,5,0.1,1.0,2.0,25.0,13.9
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,14:30:00,5,0.9,1.0,1.0,25.8,13.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,15:00:00,5,1.0,0.0,1.0,25.4,14.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,15:30:00,5,0.5,1.0,2.0,25.2,14.9
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,16:00:00,5,0.0,1.0,1.0,25.2,15.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,16:30:00,5,0.5,1.0,1.0,25.1,15.7
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,17:00:00,5,-0.5,1.0,2.0,25.1,16.1
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,17:30:00,5,0.0,1.0,2.0,25.0,16.2
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,9:00:00,5,0.1,1.0,2.0,21.9,11.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/17,9:30:00,5,0.0,1.0,3.0,22.5,13.2
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,10:00:00,4,-1.0,0.0,3.0,23.1,19.4
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,10:30:00,4,-0.5,0.0,3.0,23.4,19.5
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,11:00:00,4,0.0,1.0,2.0,23.6,19.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,11:30:00,4,0.1,1.0,2.0,23.7,20.1
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,12:00:00,4,0.0,1.0,3.0,23.9,20.2
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,14:30:00,4,0.0,1.0,2.0,23.3,17.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,15:00:00,4,0.1,1.0,2.0,23.7,19.4
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,15:30:00,4,0.2,1.0,2.0,24.1,20.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,16:00:00,4,0.2,1.0,2.0,24.3,21.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,16:30:00,4,-0.1,1.0,2.0,24.4,21.3
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,17:00:00,4,0.0,1.0,3.0,24.5,21.5
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,17:30:00,4,0.1,1.0,2.0,24.6,21.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,9:00:00,4,0.0,1.0,2.0,22.2,14.8
17,0,23,160.0,52.0,20.3125,winter,0,1,0,2021/1/18,9:30:00,4,0.5,1.0,2.0,22.7,18.9
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,09:00:00,1,0.5,1.0,-1.0,23.2,69.0
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,09:30:00,1,0.5,1.0,-1.0,23.3,68.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,10:00:00,1,1.0,1.0,-1.0,23.8,70.7
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,10:30:00,1,0.0,1.0,0.0,25.2,71.1
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,11:00:00,1,0.5,1.0,-1.0,25.7,71.2
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,11:30:00,1,0.0,1.0,0.0,25.8,70.8
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,12:00:00,1,0.0,1.0,0.0,26.0,70.9
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,14:30:00,1,0.0,1.0,0.0,26.4,68.9
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,15:00:00,1,0.0,1.0,0.0,26.5,69.1
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,15:30:00,1,0.0,1.0,-1.0,26.6,69.0
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,16:00:00,1,0.0,1.0,0.0,26.7,69.0
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,16:30:00,1,0.0,1.0,0.0,26.8,68.7
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,17:00:00,1,0.0,1.0,0.0,26.8,69.5
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,17:30:00,1,-0.5,1.0,0.0,26.6,69.5
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/23,18:00:00,1,-0.5,1.0,0.0,26.5,68.2
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,09:00:00,1,-0.5,1.0,1.0,25.5,65.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,09:30:00,1,0.0,1.0,0.0,23.3,66.0
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,10:00:00,1,0.5,1.0,-1.0,22.9,65.6
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,10:30:00,1,0.0,1.0,0.0,25.1,65.7
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,11:00:00,1,-0.5,1.0,0.0,25.4,66.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,11:30:00,1,-0.5,1.0,0.0,23.2,70.1
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,12:00:00,1,-1.0,1.0,0.0,22.7,69.4
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,14:30:00,1,0.5,1.0,0.0,25.5,67.2
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,15:00:00,1,0.5,1.0,0.0,25.6,66.8
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,15:30:00,1,0.0,1.0,0.0,25.8,67.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,16:00:00,1,0.0,1.0,0.0,25.9,66.0
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,16:30:00,1,0.0,1.0,0.0,23.6,65.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,17:00:00,1,0.5,1.0,0.0,23.9,70.1
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/24,17:30:00,1,0.5,1.0,0.0,25.4,67.6
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,14:30:00,1,0.0,1.0,0.0,25.2,62.5
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,15:00:00,1,-0.5,1.0,1.0,25.0,61.4
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,15:30:00,1,-1.0,0.0,1.0,23.5,70.8
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,16:00:00,1,-1.0,0.0,1.0,22.6,68.5
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,16:30:00,1,-0.5,0.0,1.0,22.3,66.7
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,17:00:00,1,-1.0,0.0,1.0,22.0,65.4
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,17:30:00,1,-0.5,1.0,0.0,24.2,63.3
17,0,23,160,51,19.921875,summer,-1,1,0,2021/7/31,18:00:00,1,0.0,1.0,0.0,24.7,62.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,09:00:00,5,2.0,0.0,-1.0,27.9,56.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,09:30:00,5,2.0,0.0,-1.0,28.1,58.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,10:00:00,5,2.5,0.0,-1.0,28.4,59.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,10:30:00,5,3.0,0.0,-1.0,28.4,61.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,11:00:00,5,1.0,1.0,-1.0,27.5,63.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,11:30:00,5,0.0,1.0,0.0,27.3,62.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,12:00:00,5,0.0,1.0,0.0,27.1,61.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,14:30:00,5,1.0,0.0,-1.0,26.2,62.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,15:00:00,5,0.5,0.0,-1.0,26.8,60.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,16:00:00,5,0.0,1.0,0.0,25.2,62.2
