NO,Age,Gender(male:1 female:0),Height,Weight,BMI,room,date,time,temp£¨¡æ£©,humi£¨%£©,CO2,air speed,thermal sensation(-3~3),thermal acceptance£¨1:accept£¬-1:unaccept£©,thermal preference(cool:-1 unchange:0 warmer:1)
10,23,0,178,65,20.515086478979924,243,2019-01-23,10:30:00,21.7,15,565,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,11:00:00,22.8,14,618,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,11:30:00,23.6,14,713,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,12:00:00,23.8,13,659,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-23,14:30:00,24.5,14,787,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,15:00:00,25,16,940,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,15:30:00,25,16,1075,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,16:00:00,25.1,17,1114,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,16:30:00,25.1,17,1105,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,17:00:00,25.2,17,1140,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-23,17:30:00,25.2,17,113,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-24,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,09:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,10:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,10:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,11:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,11:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,12:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,15:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,15:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,16:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,16:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,17:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-24,17:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,09:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,10:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,10:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,11:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,11:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,12:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,15:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,15:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,16:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,16:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,17:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-25,17:30:00,nan,nan,nan,nan,nan,nan,nan
